474	63	601	481	11	270
475	126	49	173	63	316
476	63	113	316	270	11
477	168	126	173	481	113
478	316	11	113	63	601
479	482	283	198	406	133
480	601	173	168	509	481
481	316	270	97	172	425
482	173	168	481	172	113
483	168	63	11	113	126
484	99	316	49	186	126
485	97	481	126	55	168
486	126	168	481	113	601
487	113	11	168	601	198
488	49	97	126	63	11
489	113	316	601	55	168
490	113	425	316	481	55
491	482	168	601	133	659
492	168	113	601	63	509
493	316	425	11	113	481
494	113	168	11	316	481
495	113	11	472	406	425
496	482	63	481	198	133
497	168	283	659	198	509
498	481	168	601	63	133
499	63	168	126	601	113
500	173	55	49	113	63
501	49	63	270	97	11
502	11	406	113	481	126
503	113	63	11	406	481
504	113	63	11	316	49
505	168	601	316	126	481
506	97	63	270	316	11
507	113	481	168	11	126
508	63	11	126	97	481
509	270	63	49	21	173
510	126	97	270	63	11
511	126	481	168	11	63
512	63	173	168	171	97
513	168	126	601	11	482
514	11	173	49	63	270
515	316	113	406	63	11
516	168	63	11	173	97
517	63	97	11	270	311
518	171	270	126	134	97
519	481	126	97	652	186
520	481	63	168	113	97
521	601	481	168	126	49
522	11	406	316	481	425
523	168	113	182	355	172
524	97	270	311	63	113
525	55	481	63	601	186
526	601	482	481	173	198
527	316	168	63	11	126
528	311	186	270	49	425
529	316	601	126	509	168
530	97	270	49	173	316
531	49	173	126	168	63
532	113	198	316	11	172
533	49	63	173	311	97
534	113	472	126	11	601
535	63	11	113	172	126
536	601	113	126	168	99
537	63	168	481	601	659
538	406	425	316	113	11
539	55	63	481	173	97
540	316	63	11	113	481
541	168	481	173	198	601
542	49	481	198	126	482
543	270	49	316	97	601
544	168	49	11	63	113
545	168	173	481	63	171
546	126	601	481	49	480
547	173	168	63	481	509
548	171	173	63	11	481
549	97	63	11	270	316
550	168	481	113	198	482
551	63	173	97	601	481
552	168	126	11	316	198
553	63	481	168	49	113
554	113	481	425	11	49
555	355	113	472	481	55
556	63	316	355	113	11
557	425	316	481	131	113
558	481	168	49	198	113
559	126	113	173	168	63
560	168	126	601	113	133
561	63	11	601	406	222
562	63	113	11	316	270
563	97	63	173	481	21
564	126	168	481	472	482
565	168	173	198	601	113
566	168	126	482	113	659
567	168	482	509	355	316
568	63	481	173	311	126
569	126	55	270	97	601
570	601	168	481	126	49
571	126	316	481	133	425
572	168	481	601	316	198
573	481	601	126	425	49
574	168	173	63	11	509
575	63	481	509	173	126
576	494	406	113	481	270
577	49	63	481	126	173
578	173	63	11	126	481
579	63	171	97	173	481
580	168	55	481	316	133
581	601	168	113	173	63
582	168	126	113	133	601
583	173	481	168	11	63
584	482	481	472	126	133
585	168	11	113	63	97
586	126	55	97	601	481
587	406	113	63	472	425
588	601	126	97	49	481
589	509	481	49	55	186
590	316	113	481	425	126
591	113	11	482	472	97
592	63	113	11	406	425
593	168	509	316	63	601
594	173	97	311	186	481
595	63	173	601	270	481
596	63	168	173	311	601
597	601	49	270	11	316
598	63	270	311	11	316
599	11	168	113	482	172
600	113	406	172	601	472
601	63	311	316	270	172
602	113	481	406	168	63
603	168	113	133	481	11
604	63	601	49	168	509
605	168	316	113	601	509
606	113	316	425	481	49
607	168	509	316	482	11
608	63	168	270	113	11
609	168	601	63	509	173
610	126	49	425	55	601
611	173	49	509	316	311
612	113	425	472	97	481
613	49	63	173	481	97
614	601	168	481	316	49
615	126	601	11	63	49
616	316	113	406	481	11
617	355	113	406	472	509
618	113	168	63	11	481
619	316	63	270	113	11
620	168	11	601	63	113
621	113	481	63	316	133
622	316	113	63	49	425
623	49	481	63	97	55
624	113	316	126	11	63
625	97	481	126	11	270
626	168	126	49	481	133
627	97	126	601	270	169
628	113	425	316	481	472
629	113	168	316	311	601
630	49	425	11	55	168
631	173	168	126	481	601
632	168	63	126	11	173
633	481	173	97	63	509
634	63	97	270	126	49
635	49	63	481	168	316
636	173	481	97	63	509
637	11	168	113	481	172
638	406	316	425	113	126
639	49	173	126	481	113
640	601	481	126	168	472
641	113	11	481	270	476
642	11	316	63	133	198
643	63	270	97	481	601
644	126	168	601	113	11
645	49	126	186	172	173
646	168	49	316	63	11
647	11	113	198	63	509
648	173	63	601	97	168
649	11	113	168	316	482
650	355	316	99	481	601
651	481	270	11	311	63
652	168	11	481	482	113
653	63	481	425	270	355
654	113	406	49	601	184
655	126	481	49	425	11
656	316	425	355	113	601
657	126	113	481	11	63
658	509	168	11	316	113
659	168	11	113	126	509
660	126	49	481	11	509
661	126	509	481	133	198
662	481	168	126	509	113
663	49	113	482	509	659
664	173	168	113	63	316
665	133	173	49	283	177
666	481	126	63	601	168
667	113	11	63	316	172
668	482	316	198	659	133
669	49	168	11	316	113
670	168	63	113	126	601
671	270	316	63	113	97
672	601	481	126	49	97
673	63	270	11	316	97
674	126	481	509	11	190
675	168	11	601	126	97
676	311	63	49	11	173
677	11	481	173	311	63
678	406	113	11	472	425
679	126	168	173	63	481
680	311	270	425	172	316
681	168	113	481	601	198
682	63	49	11	481	316
683	173	168	11	126	316
684	126	49	601	22	131
685	482	113	168	481	509
686	186	97	270	126	63
687	311	49	173	270	97
688	63	173	311	171	97
689	168	49	126	481	316
690	173	482	481	168	11
691	63	49	173	481	316
692	601	113	406	472	168
693	316	168	11	63	113
694	481	134	126	55	11
695	126	601	481	49	316
696	63	171	97	168	270
697	472	113	316	11	63
698	168	481	113	509	173
699	11	481	126	113	406
700	11	425	316	63	311
701	173	481	49	63	11
702	173	63	97	311	55
703	425	113	481	472	11
704	11	113	270	97	494
705	63	49	97	270	481
706	406	113	481	126	472
707	270	63	316	97	11
708	168	11	113	133	481
709	601	168	482	169	472
710	472	355	509	11	126
711	113	316	63	11	481
712	49	186	99	55	97
713	49	173	97	63	481
714	126	601	168	113	481
715	11	406	113	222	168
716	270	97	63	481	173
717	97	311	63	173	49
718	113	11	406	494	481
719	126	186	425	49	55
720	425	113	11	481	494
721	63	11	311	97	270
722	11	63	113	481	509
723	126	11	49	601	97
724	311	63	270	97	316
725	270	63	11	97	113
726	63	97	316	482	133
727	509	311	186	49	63
728	63	49	11	126	173
729	63	270	601	316	11
730	316	406	113	472	63
731	311	97	270	63	11
732	113	168	316	425	11
733	113	63	11	425	481
734	63	316	113	11	270
735	316	97	63	270	11
736	316	601	49	406	11
737	113	11	283	481	97
738	173	481	11	63	126
739	49	63	311	601	316
740	168	63	126	49	316
741	55	168	311	63	509
742	11	481	126	49	270
743	472	133	168	482	63
744	316	49	481	509	173
745	168	11	172	113	316
746	113	482	472	133	477
747	11	126	113	482	509
748	11	168	316	113	311
749	270	97	311	601	63
750	113	11	316	63	406
751	49	126	481	11	55
752	126	601	316	168	11
753	316	97	601	63	311
754	49	311	270	186	97
755	63	316	113	11	97
756	168	11	113	481	126
757	168	126	113	316	659
758	63	97	311	270	316
759	113	406	316	63	425
760	168	63	173	601	97
761	126	97	481	63	49
762	168	316	601	63	509
763	113	316	11	425	270
764	316	133	481	509	472
765	113	11	168	601	198
766	168	601	49	126	509
767	63	97	601	509	173
768	49	63	173	97	311
769	97	63	311	171	481
770	316	173	481	49	63
771	63	49	601	173	97
772	113	481	133	601	172
773	168	113	133	481	172
774	55	63	126	481	134
775	168	113	11	198	482
776	168	126	601	481	49
777	49	168	11	481	113
778	63	173	168	171	97
779	601	509	481	168	126
780	601	168	11	482	198
781	425	63	601	97	186
782	126	270	55	63	97
783	601	126	202	55	63
784	481	168	126	113	198
785	63	113	49	11	406
786	601	186	49	270	55
787	601	49	168	126	482
788	481	168	55	133	316
789	168	11	63	113	481
790	11	126	63	311	270
791	97	63	49	168	173
792	168	55	173	63	171
793	481	172	11	168	133
794	113	133	481	63	126
795	113	406	173	355	472
796	97	311	316	63	270
797	113	11	49	316	63
798	11	316	406	131	63
799	63	173	97	11	316
800	63	270	97	126	49
801	49	11	173	168	481
802	126	425	97	11	270
803	168	113	11	601	482
804	113	316	472	425	481
805	63	113	133	316	601
806	11	113	63	168	601
807	270	126	97	134	63
808	425	186	49	316	55
809	270	172	11	49	63
810	311	270	49	172	425
811	311	21	270	63	97
812	311	97	270	49	11
813	11	168	49	113	482
814	168	11	509	63	601
815	63	270	21	173	49
816	49	173	97	63	168
817	49	126	63	481	270
818	126	601	481	55	63
819	481	49	126	63	11
820	49	168	126	601	509
821	316	63	11	113	481
822	168	11	113	481	601
823	270	126	63	311	509
824	168	63	601	311	481
825	168	63	481	11	482
826	49	316	168	11	186
827	509	126	481	472	168
828	481	126	601	49	133
829	168	316	49	11	481
830	481	126	316	168	171
831	63	11	173	270	97
832	168	113	283	601	482
833	481	63	55	171	168
834	63	113	11	406	481
835	126	168	481	49	482
836	63	316	113	270	11
837	173	63	481	113	509
838	63	316	425	11	113
839	11	316	113	472	182
840	126	63	11	202	49
841	126	55	601	49	481
842	11	316	168	481	113
843	11	49	168	113	481
844	126	481	134	63	55
845	168	113	481	126	283
846	126	63	168	11	481
847	481	113	168	11	63
848	113	63	316	49	11
849	63	168	11	601	509
850	168	481	173	97	113
851	49	168	173	171	97
852	63	126	97	311	11
853	113	63	425	472	168
854	601	481	472	168	126
855	49	11	55	186	425
856	270	316	311	425	476
857	270	63	481	316	202
858	63	270	316	113	168
859	113	425	316	406	126
860	425	406	113	481	11
861	113	168	126	63	316
862	126	601	55	49	11
863	97	198	169	311	518
864	97	49	63	481	173
865	22	126	481	425	11
866	49	168	126	172	113
867	316	113	481	482	133
868	97	63	481	173	311
869	173	482	113	472	198
870	168	63	481	11	601
871	63	11	97	316	49
872	49	311	270	11	63
873	481	133	509	601	316
874	113	316	425	126	472
875	481	601	49	168	126
876	126	49	168	481	11
877	113	406	316	11	481
878	316	63	270	311	168
879	168	63	113	481	198
880	316	113	11	168	601
881	63	168	316	481	11
882	168	481	113	11	482
883	481	509	168	482	49
884	113	11	63	406	481
885	113	168	601	198	133
886	11	113	63	270	481
887	126	316	481	49	173
888	472	659	283	113	169
889	168	11	316	113	509
890	11	97	63	316	425
891	168	113	601	198	97
892	173	63	601	97	126
893	126	481	168	55	601
894	270	316	63	11	113
895	168	509	113	601	482
896	173	168	316	63	11
897	481	49	601	126	63
898	168	126	11	601	113
899	49	509	126	168	601
900	63	168	11	172	316
901	425	97	63	113	11
902	168	481	601	133	173
903	113	316	63	425	406
904	481	97	49	55	509
905	55	49	481	126	509
906	11	63	113	49	481
907	113	472	126	63	131
908	113	406	425	168	481
909	63	168	316	481	601
910	472	316	113	11	49
911	601	49	316	481	509
912	113	509	133	482	198
913	113	425	316	406	11
914	601	481	126	49	202
915	126	113	168	173	133
916	316	425	63	11	113
917	168	126	481	482	601
918	126	601	168	481	316
919	601	186	49	55	126
920	63	113	316	11	270
921	316	113	63	11	168
922	97	63	168	601	171
923	601	509	481	168	113
924	126	270	63	11	49
925	481	126	601	97	22
926	11	49	171	172	97
927	49	168	481	601	173
928	168	601	509	316	113
929	316	97	113	11	481
930	481	63	97	425	601
931	49	481	11	126	316
932	481	113	168	482	172
933	509	168	113	126	11
934	49	173	63	97	11
935	63	481	97	186	55
936	316	168	481	126	425
937	63	97	270	11	113
938	270	316	63	311	97
939	126	601	168	481	63
940	168	97	49	63	55
941	11	49	113	481	63
942	168	113	481	171	601
